,Code,Country,Year,Migration Type,Total Migration,Gender,Country 1,Country 1 Count,Country 2,Country 2 Count,Country 3,Country 3 Count,Country 4,Country 4 Count,Country 5,Country 5 Count
0,704,Viet Nam,2017,Emigration,1384485,male,United States of America,719315,Australia,129061,Canada,101186,France,70887,Germany,58831
0,704,Viet Nam,2017,Emigration,2727398,total,United States of America,1409063,Australia,238307,Canada,191988,France,127857,Republic of Korea,114462
0,704,Viet Nam,2017,Immigration,44087,female,Myanmar,7110,Thailand,7013,Indonesia,4848,Bangladesh,4502,Lao People's Democratic Republic,4146
0,704,Viet Nam,2017,Immigration,32017,male,Thailand,5064,Myanmar,4585,Bangladesh,3752,Indonesia,3369,Lao People's Democratic Republic,3126
0,704,Viet Nam,2017,Immigration,76104,total,Thailand,12077,Myanmar,11695,Bangladesh,8254,Indonesia,8217,Lao People's Democratic Republic,7272
0,4,Afghanistan,1990,Emigration,3661547,female,Iran (Islamic Republic of),1788296,Pakistan,1673100,Saudi Arabia,110590,Germany,21242,United States of America,15757
0,4,Afghanistan,1990,Emigration,3063134,male,Pakistan,1603573,Iran (Islamic Republic of),1335672,Saudi Arabia,55665,United States of America,12687,Germany,12037
0,4,Afghanistan,1990,Emigration,6724681,total,Pakistan,3276673,Iran (Islamic Republic of),3123968,Saudi Arabia,166255,Germany,33279,United States of America,28444
0,4,Afghanistan,1990,Immigration,32558,female,Tajikistan,22879,Pakistan,4576,Uzbekistan,1144,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,1990,Immigration,25128,male,Tajikistan,17658,Pakistan,3531,Uzbekistan,883,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,1990,Immigration,57686,total,Tajikistan,40537,Pakistan,8107,Uzbekistan,2027,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,1995,Emigration,2040736,female,Iran (Islamic Republic of),1186056,Pakistan,620083,Saudi Arabia,113637,Germany,29287,United States of America,20837
0,4,Afghanistan,1995,Emigration,1584835,male,Iran (Islamic Republic of),843379,Pakistan,592489,Saudi Arabia,56751,Germany,22250,United States of America,16475
0,4,Afghanistan,1995,Emigration,3625571,total,Iran (Islamic Republic of),2029435,Pakistan,1212572,Saudi Arabia,170388,Germany,51537,United States of America,37312
0,4,Afghanistan,1995,Immigration,39105,female,Tajikistan,20733,Pakistan,9722,Uzbekistan,1036,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,1995,Immigration,32417,male,Tajikistan,16000,Pakistan,7503,Uzbekistan,800,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,1995,Immigration,71522,total,Tajikistan,36733,Pakistan,17225,Uzbekistan,1836,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2000,Emigration,2592687,female,Iran (Islamic Republic of),1248844,Pakistan,1074476,Saudi Arabia,117007,Germany,37331,United States of America,26035
0,4,Afghanistan,2000,Emigration,1948472,male,Pakistan,935211,Iran (Islamic Republic of),839020,Saudi Arabia,58061,Germany,32463,United States of America,20307
0,4,Afghanistan,2000,Emigration,4541159,total,Iran (Islamic Republic of),2087864,Pakistan,2009687,Saudi Arabia,175068,Germany,69794,United States of America,46342
0,4,Afghanistan,2000,Immigration,42848,female,Tajikistan,18586,Pakistan,14868,Uzbekistan,929,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2000,Immigration,33069,male,Tajikistan,14343,Pakistan,11475,Uzbekistan,717,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2000,Immigration,75917,total,Tajikistan,32929,Pakistan,26343,Uzbekistan,1646,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2005,Emigration,2107894,female,Iran (Islamic Republic of),1176408,Pakistan,584712,Saudi Arabia,148673,Germany,41742,United States of America,29321
0,4,Afghanistan,2005,Emigration,1718361,male,Iran (Islamic Republic of),994597,Pakistan,508765,Saudi Arabia,67588,Germany,34082,United States of America,22644
0,4,Afghanistan,2005,Emigration,3826255,total,Iran (Islamic Republic of),2171005,Pakistan,1093477,Saudi Arabia,216261,Germany,75824,United States of America,51965
0,4,Afghanistan,2005,Immigration,49274,female,Pakistan,20975,Tajikistan,16064,Uzbekistan,803,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2005,Immigration,38026,male,Pakistan,16188,Tajikistan,12396,Uzbekistan,619,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2005,Immigration,87300,total,Pakistan,37163,Tajikistan,28460,Uzbekistan,1422,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2010,Emigration,2751790,female,Iran (Islamic Republic of),1335371,Pakistan,975251,Saudi Arabia,197352,Germany,45208,United Kingdom,37267
0,4,Afghanistan,2010,Emigration,2237419,male,Iran (Islamic Republic of),1036719,Pakistan,933658,Saudi Arabia,83043,Germany,35403,United States of America,28829
0,4,Afghanistan,2010,Emigration,4989209,total,Iran (Islamic Republic of),2372090,Pakistan,1908909,Saudi Arabia,280395,Germany,80611,United Kingdom,60757
0,4,Afghanistan,2010,Immigration,57709,female,Pakistan,27082,Tajikistan,13541,Uzbekistan,677,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2010,Immigration,44537,male,Pakistan,20902,Tajikistan,10450,Uzbekistan,522,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2010,Immigration,102246,total,Pakistan,47984,Tajikistan,23991,Uzbekistan,1199,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2015,Emigration,2542717,female,Iran (Islamic Republic of),1220304,Pakistan,767206,Saudi Arabia,266864,Germany,47017,United Kingdom,46377
0,4,Afghanistan,2015,Emigration,2312659,male,Iran (Islamic Republic of),1128065,Pakistan,851481,Saudi Arabia,118377,Germany,36975,United States of America,34596
0,4,Afghanistan,2015,Emigration,4855376,total,Iran (Islamic Republic of),2348369,Pakistan,1618687,Saudi Arabia,385241,Germany,83992,United Kingdom,76256
0,4,Afghanistan,2015,Immigration,248212,female,Pakistan,179052,Tajikistan,6364,Uzbekistan,318,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2015,Immigration,241537,male,Pakistan,169317,Tajikistan,8667,Uzbekistan,433,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2015,Immigration,489749,total,Pakistan,348369,Tajikistan,15031,Uzbekistan,751,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2017,Emigration,2544670,female,Iran (Islamic Republic of),1208101,Pakistan,721959,Saudi Arabia,298340,Germany,56382,United Kingdom,48586
0,4,Afghanistan,2017,Emigration,2281794,male,Iran (Islamic Republic of),1116783,Pakistan,793779,Saudi Arabia,137470,Germany,43591,United States of America,35743
0,4,Afghanistan,2017,Emigration,4826464,total,Iran (Islamic Republic of),2324884,Pakistan,1515738,Saudi Arabia,435810,Germany,99973,United Kingdom,80160
0,4,Afghanistan,2017,Immigration,66738,female,Pakistan,48163,Tajikistan,1701,Uzbekistan,85,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2017,Immigration,66874,male,Pakistan,46878,Tajikistan,2399,Uzbekistan,119,Afghanistan,0,Papua New Guinea,0
0,4,Afghanistan,2017,Immigration,133612,total,Pakistan,95041,Tajikistan,4100,Uzbekistan,204,Afghanistan,0,Papua New Guinea,0
0,368,Iraq,1990,Emigration,854938,female,Iran (Islamic Republic of),660582,Israel,37111,United States of America,25595,Sweden,22101,Saudi Arabia,21581
0,368,Iraq,1990,Emigration,651741,male,Iran (Islamic Republic of),493387,Israel,37391,Saudi Arabia,21276,United States of America,19321,Sweden,16694
0,368,Iraq,1990,Emigration,1506679,total,Iran (Islamic Republic of),1153969,Israel,74502,United States of America,44916,Saudi Arabia,42857,Sweden,38795
0,368,Iraq,1990,Immigration,55751,female,Iran (Islamic Republic of),9828,State of Palestine,9515,Egypt,8898,Jordan,5522,Syrian Arab Republic,2952
0,368,Iraq,1990,Immigration,27887,male,Iran (Islamic Republic of),5148,State of Palestine,4832,Jordan,2448,Egypt,2177,Syrian Arab Republic,1826
0,368,Iraq,1990,Immigration,83638,total,Iran (Islamic Republic of),14976,State of Palestine,14347,Egypt,11075,Jordan,7970,Syrian Arab Republic,4778
0,368,Iraq,1995,Emigration,758293,female,Iran (Islamic Republic of),477247,United States of America,39244,Israel,37760,Sweden,26077,Jordan,24550
0,368,Iraq,1995,Emigration,570411,male,Iran (Islamic Republic of),356453,Israel,39505,United States of America,29061,Sweden,19961,Jordan,16281
0,368,Iraq,1995,Emigration,1328704,total,Iran (Islamic Republic of),833700,Israel,77265,United States of America,68305,Sweden,46038,Jordan,40831
0,368,Iraq,1995,Immigration,114821,female,State of Palestine,42738,Iran (Islamic Republic of),25623,Turkey,10300,Egypt,9848,Jordan,5787
0,368,Iraq,1995,Immigration,84639,male,State of Palestine,31109,Iran (Islamic Republic of),19330,Turkey,7139,Jordan,3610,Egypt,3210
0,368,Iraq,1995,Immigration,199460,total,State of Palestine,73847,Iran (Islamic Republic of),44953,Turkey,17439,Egypt,13058,Jordan,9397
0,368,Iraq,2000,Emigration,669128,female,Iran (Islamic Republic of),309350,United States of America,53222,Germany,38302,Israel,36719,Jordan,33648
0,368,Iraq,2000,Emigration,494852,male,Iran (Islamic Republic of),231050,Israel,38983,United States of America,38952,Jordan,22236,Sweden,21546
0,368,Iraq,2000,Emigration,1163980,total,Iran (Islamic Republic of),540400,United States of America,92174,Israel,75702,Germany,58884,Jordan,55884
0,368,Iraq,2000,Immigration,120464,female,State of Palestine,64522,Iran (Islamic Republic of),19779,Egypt,8585,Turkey,8201,Jordan,4643
0,368,Iraq,2000,Immigration,90061,male,State of Palestine,29602,Iran (Islamic Republic of),22823,Turkey,5684,Jordan,4262,Egypt,3790
0,368,Iraq,2000,Immigration,210525,total,State of Palestine,94124,Iran (Islamic Republic of),42602,Turkey,13885,Egypt,12375,Jordan,8905
0,368,Iraq,2005,Emigration,792189,female,Syrian Arab Republic,172262,Jordan,139442,United States of America,61194,Iran (Islamic Republic of),56154,Germany,48646
0,368,Iraq,2005,Emigration,653257,male,Syrian Arab Republic,164082,Jordan,129305,United States of America,44357,Iran (Islamic Republic of),41940,Lebanon,40365
0,368,Iraq,2005,Emigration,1445446,total,Syrian Arab Republic,336344,Jordan,268747,United States of America,105551,Iran (Islamic Republic of),98094,Lebanon,84380
0,368,Iraq,2005,Immigration,80883,female,State of Palestine,20228,Egypt,11062,Turkey,10237,Iran (Islamic Republic of),8077,Jordan,6695
0,368,Iraq,2005,Immigration,52032,male,Iran (Islamic Republic of),9319,State of Palestine,9279,Turkey,7094,Jordan,3513,Egypt,3124
0,368,Iraq,2005,Immigration,132915,total,State of Palestine,29507,Iran (Islamic Republic of),17396,Turkey,17331,Egypt,14186,Jordan,10208
0,368,Iraq,2010,Emigration,1406069,female,Syrian Arab Republic,566275,Jordan,239229,Lebanon,73761,United States of America,69799,Sweden,64450
0,368,Iraq,2010,Emigration,1233032,male,Syrian Arab Republic,546025,Jordan,236553,Lebanon,69630,Sweden,53911,United States of America,52718
0,368,Iraq,2010,Emigration,2639101,total,Syrian Arab Republic,1112300,Jordan,475782,Lebanon,143391,United States of America,122517,Sweden,118361
0,368,Iraq,2010,Immigration,72965,female,Egypt,11360,Turkey,10766,State of Palestine,9125,Iran (Islamic Republic of),8720,Jordan,6974
0,368,Iraq,2010,Immigration,44424,male,Iran (Islamic Republic of),8848,Turkey,6736,State of Palestine,3831,Jordan,3335,Egypt,2966
0,368,Iraq,2010,Immigration,117389,total,Iran (Islamic Republic of),17568,Turkey,17502,Egypt,14326,State of Palestine,12956,Jordan,10309
0,368,Iraq,2015,Emigration,897446,female,Syrian Arab Republic,129236,Jordan,109393,United States of America,99483,Sweden,70379,Germany,59579
0,368,Iraq,2015,Emigration,770626,male,Syrian Arab Republic,124373,Jordan,109283,United States of America,103747,Lebanon,62946,Sweden,60616
0,368,Iraq,2015,Emigration,1668072,total,Syrian Arab Republic,253609,Jordan,218676,United States of America,203230,Sweden,130995,Lebanon,120739
0,368,Iraq,2015,Immigration,209233,female,Syrian Arab Republic,140172,Egypt,11848,Turkey,9809,Iran (Islamic Republic of),8252,Jordan,7507
0,368,Iraq,2015,Immigration,150148,male,Syrian Arab Republic,111884,Turkey,7706,Iran (Islamic Republic of),6154,State of Palestine,5302,Jordan,2829
0,368,Iraq,2015,Immigration,359381,total,Syrian Arab Republic,252056,Turkey,17515,Iran (Islamic Republic of),14406,Egypt,14364,State of Palestine,12051
0,368,Iraq,2017,Emigration,907050,female,Jordan,113665,Syrian Arab Republic,105456,United States of America,102783,Sweden,71643,Germany,71339
0,368,Iraq,2017,Emigration,771990,male,Jordan,113550,United States of America,107188,Syrian Arab Republic,101488,Lebanon,61839,Sweden,61771
0,368,Iraq,2017,Emigration,1679040,total,Jordan,227215,United States of America,209971,Syrian Arab Republic,206944,Sweden,133414,Lebanon,118659
0,368,Iraq,2017,Immigration,213418,female,Syrian Arab Republic,142976,Egypt,12085,Turkey,10005,Iran (Islamic Republic of),8417,Jordan,7657
0,368,Iraq,2017,Immigration,153150,male,Syrian Arab Republic,114120,Turkey,7860,Iran (Islamic Republic of),6277,State of Palestine,5408,Jordan,2885
0,368,Iraq,2017,Immigration,366568,total,Syrian Arab Republic,257096,Turkey,17865,Iran (Islamic Republic of),14694,Egypt,14651,State of Palestine,12291
0,586,Pakistan,1990,Emigration,1970220,female,India,1024721,Saudi Arabia,383365,United Arab Emirates,121958,United Kingdom,117858,Kuwait,88717
0,586,Pakistan,1990,Emigration,1371354,male,India,896557,Saudi Arabia,173350,United Kingdom,110463,Kuwait,41211,United Arab Emirates,36752
0,586,Pakistan,1990,Emigration,3341574,total,India,1921278,Saudi Arabia,556715,United Kingdom,228321,United Arab Emirates,158710,Kuwait,129928
0,586,Pakistan,1990,Immigration,3264380,female,Afghanistan,1673100,India,1583095,Iran (Islamic Republic of),2246,Myanmar,1873,Sri Lanka,464
0,586,Pakistan,1990,Immigration,2943824,male,Afghanistan,1603573,India,1333453,Iran (Islamic Republic of),1862,Myanmar,1725,Iraq,435
0,586,Pakistan,1990,Immigration,6208204,total,Afghanistan,3276673,India,2916548,Iran (Islamic Republic of),4108,Myanmar,3598,Iraq,894
0,586,Pakistan,1995,Emigration,1995667,female,India,863727,Saudi Arabia,393823,United Arab Emirates,172353,United Kingdom,137138,United States of America,104027
0,586,Pakistan,1995,Emigration,1347868,male,India,773528,Saudi Arabia,176732,United Kingdom,130039,United States of America,55766,United Arab Emirates,53397
0,586,Pakistan,1995,Emigration,3343535,total,India,1637255,Saudi Arabia,570555,United Kingdom,267177,United Arab Emirates,225750,United States of America,159793
0,586,Pakistan,1995,Immigration,1951223,female,India,1324803,Afghanistan,620083,Iran (Islamic Republic of),1685,Myanmar,1559,Indonesia,283
0,586,Pakistan,1995,Immigration,1718085,male,India,1120376,Afghanistan,592489,Myanmar,1441,Iran (Islamic Republic of),1375,Iraq,226
0,586,Pakistan,1995,Immigration,3669308,total,India,2445179,Afghanistan,1212572,Iran (Islamic Republic of),3060,Myanmar,3000,Indonesia,502
0,586,Pakistan,2000,Emigration,2055796,female,India,702733,Saudi Arabia,405412,United Arab Emirates,232033,United Kingdom,158388,United States of America,149665
0,586,Pakistan,2000,Emigration,1342609,male,India,650498,Saudi Arabia,180813,United Kingdom,152138,United States of America,79486,United Arab Emirates,73749
0,586,Pakistan,2000,Emigration,3398405,total,India,1353231,Saudi Arabia,586225,United Kingdom,310526,United Arab Emirates,305782,United States of America,229151
0,586,Pakistan,2000,Immigration,2249960,female,India,1169500,Afghanistan,1074476,Iran (Islamic Republic of),1620,Myanmar,1382,Iraq,310
0,586,Pakistan,2000,Immigration,1931952,male,India,991829,Afghanistan,935211,Iran (Islamic Republic of),1320,Myanmar,1280,Iraq,276
0,586,Pakistan,2000,Immigration,4181912,total,India,2161329,Afghanistan,2009687,Iran (Islamic Republic of),2940,Myanmar,2662,Iraq,586
0,586,Pakistan,2005,Emigration,2387732,female,India,647902,Saudi Arabia,511418,United Arab Emirates,295139,United Kingdom,195270,United States of America,131001
0,586,Pakistan,2005,Emigration,1508762,male,India,602405,Saudi Arabia,212742,United Kingdom,185068,United States of America,130536,United Arab Emirates,88672
0,586,Pakistan,2005,Emigration,3896494,total,India,1250307,Saudi Arabia,724160,United Arab Emirates,383811,United Kingdom,380338,United States of America,261537
0,586,Pakistan,2005,Immigration,1708514,female,India,1118565,Afghanistan,584712,Myanmar,1325,Iran (Islamic Republic of),1319,Indonesia,239
0,586,Pakistan,2005,Immigration,1462618,male,India,949582,Afghanistan,508765,Myanmar,1226,Iran (Islamic Republic of),1062,Indonesia,184
0,586,Pakistan,2005,Immigration,3171132,total,India,2068147,Afghanistan,1093477,Myanmar,2551,Iran (Islamic Republic of),2381,Indonesia,423
0,586,Pakistan,2010,Emigration,3242092,female,Saudi Arabia,680304,United Arab Emirates,657520,India,593071,United Kingdom,249836,Kuwait,169400
0,586,Pakistan,2010,Emigration,1764661,male,India,554311,Saudi Arabia,258609,United Kingdom,231277,United Arab Emirates,178790,United States of America,153209
0,586,Pakistan,2010,Emigration,5006753,total,India,1147382,Saudi Arabia,938913,United Arab Emirates,836310,United Kingdom,481113,United States of America,302798
0,586,Pakistan,2010,Immigration,2074443,female,India,1093934,Afghanistan,975251,Iran (Islamic Republic of),1297,Myanmar,1287,Sri Lanka,346
0,586,Pakistan,2010,Immigration,1867143,male,Afghanistan,933658,India,929143,Myanmar,1192,Iran (Islamic Republic of),1048,Sri Lanka,317
0,586,Pakistan,2010,Immigration,3941586,total,India,2023077,Afghanistan,1908909,Myanmar,2479,Iran (Islamic Republic of),2345,Sri Lanka,663
0,586,Pakistan,2015,Emigration,3802586,female,Saudi Arabia,844721,United Arab Emirates,718509,India,571138,United Kingdom,258219,Kuwait,224082
0,586,Pakistan,2015,Emigration,2119719,male,India,535074,Saudi Arabia,343096,United Kingdom,245321,United Arab Emirates,195357,United States of America,182991
0,586,Pakistan,2015,Emigration,5922305,total,Saudi Arabia,1187817,India,1106212,United Arab Emirates,913866,United Kingdom,503540,United States of America,358463
0,586,Pakistan,2015,Immigration,1854136,female,India,1081815,Afghanistan,767206,Myanmar,1279,Iran (Islamic Republic of),1272,Sri Lanka,286
0,586,Pakistan,2015,Immigration,1774820,male,India,919093,Afghanistan,851481,Myanmar,1181,Iran (Islamic Republic of),1029,Sri Lanka,292
0,586,Pakistan,2015,Immigration,3628956,total,India,2000908,Afghanistan,1618687,Myanmar,2460,Iran (Islamic Republic of),2301,Sri Lanka,578
0,586,Pakistan,2017,Emigration,3886885,female,Saudi Arabia,945303,United Arab Emirates,747033,India,565426,United Kingdom,270085,Kuwait,250122
0,586,Pakistan,2017,Emigration,2091750,male,India,529723,Saudi Arabia,398434,United Kingdom,259239,United Arab Emirates,203112,United States of America,189060
0,586,Pakistan,2017,Emigration,5978635,total,Saudi Arabia,1343737,India,1095149,United Arab Emirates,950145,United Kingdom,529324,United States of America,370353
0,586,Pakistan,2017,Immigration,1743606,female,India,1016841,Afghanistan,721959,Myanmar,1203,Iran (Islamic Republic of),1195,Sri Lanka,269
0,586,Pakistan,2017,Immigration,1654548,male,India,856809,Afghanistan,793779,Myanmar,1100,Iran (Islamic Republic of),959,Sri Lanka,272
0,586,Pakistan,2017,Immigration,3398154,total,India,1873650,Afghanistan,1515738,Myanmar,2303,Iran (Islamic Republic of),2154,Sri Lanka,541
0,760,Syrian Arab Republic,1990,Emigration,354953,female,Saudi Arabia,172718,Jordan,28760,United States of America,21141,Lebanon,13138,Germany,10588
0,760,Syrian Arab Republic,1990,Emigration,265915,male,Saudi Arabia,133120,Jordan,22797,United States of America,15641,Lebanon,10415,Libya,6935
0,760,Syrian Arab Republic,1990,Emigration,620868,total,Saudi Arabia,305838,Jordan,51557,United States of America,36782,Lebanon,23553,Germany,15330
0,760,Syrian Arab Republic,1990,Immigration,364077,female,State of Palestine,125212,Iraq,1932,Somalia,102,Afghanistan,0,New Caledonia,0
0,760,Syrian Arab Republic,1990,Immigration,350063,male,State of Palestine,119495,Iraq,1893,Somalia,98,Afghanistan,0,New Caledonia,0
0,760,Syrian Arab Republic,1990,Immigration,714140,total,State of Palestine,244707,Iraq,3825,Somalia,200,Afghanistan,0,New Caledonia,0
0,760,Syrian Arab Republic,1995,Emigration,379385,female,Saudi Arabia,177724,Jordan,30463,United States of America,26795,Lebanon,13322,Germany,12480
0,760,Syrian Arab Republic,1995,Emigration,282084,male,Saudi Arabia,135717,Jordan,24122,United States of America,19487,Lebanon,11534,Germany,7743
0,760,Syrian Arab Republic,1995,Emigration,661469,total,Saudi Arabia,313441,Jordan,54585,United States of America,46282,Lebanon,24856,Germany,20223
0,760,Syrian Arab Republic,1995,Immigration,423115,female,State of Palestine,145829,Iraq,1528,Somalia,175,Afghanistan,47,Sudan,24
0,760,Syrian Arab Republic,1995,Immigration,407495,male,State of Palestine,143635,Iraq,1508,Somalia,170,Afghanistan,45,Sudan,24
0,760,Syrian Arab Republic,1995,Immigration,830610,total,State of Palestine,289464,Iraq,3036,Somalia,345,Afghanistan,92,Sudan,48
0,760,Syrian Arab Republic,2000,Emigration,406921,female,Saudi Arabia,183199,United States of America,32575,Jordan,32278,United Arab Emirates,15784,Germany,14373
0,760,Syrian Arab Republic,2000,Emigration,299578,male,Saudi Arabia,138851,Jordan,25346,United States of America,23371,Lebanon,12652,Germany,10743
0,760,Syrian Arab Republic,2000,Emigration,706499,total,Saudi Arabia,322050,Jordan,57624,United States of America,55946,Lebanon,26159,Germany,25116
0,760,Syrian Arab Republic,2000,Immigration,426633,female,State of Palestine,196080,Iraq,924,Somalia,224,Afghanistan,87,Sudan,46
0,760,Syrian Arab Republic,2000,Immigration,405640,male,State of Palestine,187119,Iraq,905,Somalia,219,Afghanistan,85,Sudan,45
0,760,Syrian Arab Republic,2000,Immigration,832273,total,State of Palestine,383199,Iraq,1829,Somalia,443,Afghanistan,172,Sudan,91
0,760,Syrian Arab Republic,2005,Emigration,510647,female,Saudi Arabia,236194,Jordan,64877,United States of America,28837,Germany,20554,Libya,16015
0,760,Syrian Arab Republic,2005,Emigration,351112,male,Saudi Arabia,161632,Jordan,39914,United States of America,28732,Germany,14341,Lebanon,10762
0,760,Syrian Arab Republic,2005,Emigration,861759,total,Saudi Arabia,397826,Jordan,104791,United States of America,57569,Germany,34895,Lebanon,23419
0,760,Syrian Arab Republic,2005,Immigration,449470,female,State of Palestine,224674,Iraq,172262,Somalia,576,Afghanistan,320,Sudan,113
0,760,Syrian Arab Republic,2005,Immigration,426940,male,State of Palestine,215417,Iraq,164082,Somalia,550,Afghanistan,306,Sudan,108
0,760,Syrian Arab Republic,2005,Immigration,876410,total,State of Palestine,440091,Iraq,336344,Somalia,1126,Afghanistan,626,Sudan,221
0,760,Syrian Arab Republic,2010,Emigration,659399,female,Saudi Arabia,317211,Jordan,95148,United Arab Emirates,31106,United States of America,30138,Germany,25703
0,760,Syrian Arab Republic,2010,Emigration,420350,male,Saudi Arabia,198592,Jordan,54537,United States of America,30865,Germany,17256,United Arab Emirates,13312
0,760,Syrian Arab Republic,2010,Emigration,1079749,total,Saudi Arabia,515803,Jordan,149685,United States of America,61003,United Arab Emirates,44418,Germany,42959
0,760,Syrian Arab Republic,2010,Immigration,911756,female,Iraq,566275,State of Palestine,253267,Somalia,1409,Afghanistan,822,Sudan,275
0,760,Syrian Arab Republic,2010,Immigration,873359,male,Iraq,546025,State of Palestine,243716,Somalia,1353,Afghanistan,789,Sudan,264
0,760,Syrian Arab Republic,2010,Immigration,1785115,total,Iraq,1112300,State of Palestine,496983,Somalia,2762,Afghanistan,1611,Sudan,539
0,760,Syrian Arab Republic,2015,Emigration,3220325,female,Turkey,1384247,Lebanon,592918,Saudi Arabia,393766,Jordan,297030,Iraq,140172
0,760,Syrian Arab Republic,2015,Emigration,3018147,male,Turkey,1384247,Lebanon,637566,Jordan,346675,Saudi Arabia,265301,Iraq,111884
0,760,Syrian Arab Republic,2015,Emigration,6238472,total,Turkey,2768494,Lebanon,1230484,Saudi Arabia,659067,Jordan,643705,Iraq,252056
0,760,Syrian Arab Republic,2015,Immigration,507660,female,State of Palestine,315004,Iraq,129236,Somalia,1295,Afghanistan,914,Sudan,287
0,760,Syrian Arab Republic,2015,Immigration,486280,male,State of Palestine,303124,Iraq,124373,Somalia,1243,Afghanistan,877,Sudan,275
0,760,Syrian Arab Republic,2015,Immigration,993940,total,State of Palestine,618128,Iraq,253609,Somalia,2538,Afghanistan,1791,Sudan,562
0,760,Syrian Arab Republic,2017,Emigration,3532725,female,Turkey,1635767,Lebanon,582929,Saudi Arabia,437488,Jordan,308630,Iraq,142976
0,760,Syrian Arab Republic,2017,Emigration,3331720,male,Turkey,1635766,Lebanon,626357,Jordan,360212,Saudi Arabia,308092,Iraq,114120
0,760,Syrian Arab Republic,2017,Emigration,6864445,total,Turkey,3271533,Lebanon,1209286,Saudi Arabia,745580,Jordan,668842,Iraq,257096
0,760,Syrian Arab Republic,2017,Immigration,517813,female,State of Palestine,321304,Iraq,105456,Somalia,1321,Afghanistan,932,Sudan,293
0,760,Syrian Arab Republic,2017,Immigration,496005,male,State of Palestine,309186,Iraq,101488,Somalia,1267,Afghanistan,894,Sudan,280
0,760,Syrian Arab Republic,2017,Immigration,1013818,total,State of Palestine,630490,Iraq,206944,Somalia,2588,Afghanistan,1826,Sudan,573
0,231,Ethiopia,1990,Emigration,854717,female,Sudan,463796,Somalia,234861,Saudi Arabia,40588,Israel,20567,United States of America,18499
0,231,Ethiopia,1990,Emigration,832800,male,Sudan,478499,Somalia,225139,Saudi Arabia,20429,Israel,20028,United States of America,16306
0,231,Ethiopia,1990,Emigration,1687517,total,Sudan,942295,Somalia,460000,Saudi Arabia,61017,Israel,40595,United States of America,34805
0,231,Ethiopia,1990,Immigration,607284,female,Somalia,324269,South Sudan,201974,Eritrea,36625,Sudan,28308,Djibouti,475
0,231,Ethiopia,1990,Immigration,548106,male,Somalia,292671,South Sudan,182292,Eritrea,33056,Sudan,25549,Djibouti,429
0,231,Ethiopia,1990,Immigration,1155390,total,Somalia,616940,South Sudan,384266,Eritrea,69681,Sudan,53857,Djibouti,904
0,231,Ethiopia,1995,Emigration,422056,female,Sudan,248547,Saudi Arabia,41706,United States of America,28370,Israel,25090,Kenya,16825
0,231,Ethiopia,1995,Emigration,398434,male,Sudan,254193,Israel,25197,United States of America,24496,Saudi Arabia,20828,Kenya,12696
0,231,Ethiopia,1995,Emigration,820490,total,Sudan,502740,Saudi Arabia,62534,United States of America,52866,Israel,50287,Kenya,29521
0,231,Ethiopia,1995,Immigration,424117,female,Somalia,231129,South Sudan,129959,Eritrea,18680,Sudan,18214,Djibouti,1154
0,231,Ethiopia,1995,Immigration,382787,male,Somalia,228486,South Sudan,105553,Eritrea,16269,Sudan,14794,Djibouti,747
0,231,Ethiopia,1995,Immigration,806904,total,Somalia,459615,South Sudan,235512,Eritrea,34949,Sudan,33008,Djibouti,1901
0,231,Ethiopia,2000,Emigration,238297,female,Sudan,62843,Saudi Arabia,42943,United States of America,38482,Israel,28478,Kenya,11399
0,231,Ethiopia,2000,Emigration,205629,male,Sudan,60635,United States of America,32814,Israel,28685,Saudi Arabia,21309,Kenya,9447
0,231,Ethiopia,2000,Emigration,443926,total,Sudan,123478,United States of America,71296,Saudi Arabia,64252,Israel,57163,Kenya,20846
0,231,Ethiopia,2000,Immigration,322219,female,Somalia,182322,South Sudan,82820,Sudan,11608,Eritrea,4313,Djibouti,2053
0,231,Ethiopia,2000,Immigration,289165,male,Somalia,207097,South Sudan,48585,Sudan,6809,Eritrea,2530,Djibouti,1205
0,231,Ethiopia,2000,Immigration,611384,total,Somalia,389419,South Sudan,131405,Sudan,18417,Eritrea,6843,Djibouti,3258
