,Code,Country,Year,Migration Type,Total Migration,Gender,Country 1,Country 1 Count,Country 2,Country 2 Count,Country 3,Country 3 Count,Country 4,Country 4 Count,Country 5,Country 5 Count,Migrants Under 15 years old,Migrants 20-29 years old,Migrants 30-39 years old,Migrants 40-49 years old,Migrants 50 years old and older
184,484,Mexico,2000,Immigration,267155,male,United States of America,179131,Guatemala,11784,Spain,9866,Cuba,3822,Colombia,3632,136742,17338,28219,23983,20066
185,484,Mexico,2000,Immigration,538051,total,United States of America,358399,Guatemala,29156,Spain,21334,Cuba,7267,Canada,7245,270925,36752,59452,46469,37879
186,484,Mexico,2005,Emigration,5876624,female,United States of America,5782166,Canada,29641,Spain,15602,Guatemala,7133,Bolivia (Plurinational State of),4307,,,,,
187,484,Mexico,2005,Emigration,4939920,male,United States of America,4828898,Canada,31545,Spain,20209,Germany,6700,Guatemala,6027,,,,,
188,484,Mexico,2005,Emigration,10816544,total,United States of America,10611064,Canada,61186,Spain,35811,Guatemala,13160,Germany,10738,,,,,
189,484,Mexico,2005,Immigration,359642,female,United States of America,262552,Guatemala,15299,Spain,10577,Argentina,5087,Cuba,4484,175499,32805,47691,33415,23807
190,484,Mexico,2005,Immigration,352845,male,United States of America,257501,Guatemala,14023,Spain,9301,Colombia,5301,Argentina,4741,180340,30136,42851,34434,27856
191,484,Mexico,2005,Immigration,712487,total,United States of America,520053,Guatemala,29322,Spain,19878,Argentina,9828,Colombia,9403,355839,62941,90542,67849,51663
192,484,Mexico,2010,Emigration,6667264,female,United States of America,6554739,Canada,33906,Spain,19426,Guatemala,8892,Germany,5968,,,,,
193,484,Mexico,2010,Emigration,5745821,male,United States of America,5613923,Canada,35789,Spain,25375,Germany,8811,France,7510,,,,,
194,484,Mexico,2010,Emigration,12413085,total,United States of America,12168662,Canada,69695,Spain,44801,Guatemala,15250,Germany,14779,,,,,
195,484,Mexico,2010,Immigration,490691,female,United States of America,376724,Guatemala,15022,Spain,10928,Argentina,7460,Cuba,6050,270041,44830,49382,42049,25516
196,484,Mexico,2010,Immigration,478847,male,United States of America,365194,Guatemala,17866,Spain,9799,Colombia,7576,Argentina,6711,279457,42117,43859,41646,30858
197,484,Mexico,2010,Immigration,969538,total,United States of America,741918,Guatemala,32888,Spain,20727,Argentina,14171,Colombia,13259,549498,86947,93241,83695,56374
198,484,Mexico,2015,Emigration,6686352,female,United States of America,6561981,Canada,37918,Spain,20525,Guatemala,10330,Germany,6196,,,,,
199,484,Mexico,2015,Emigration,5860185,male,United States of America,5713895,Canada,40023,Spain,28088,Germany,9203,France,8333,,,,,
200,484,Mexico,2015,Emigration,12546537,total,United States of America,12275876,Canada,77941,Spain,48613,Guatemala,17540,Germany,15399,,,,,
201,484,Mexico,2015,Immigration,604669,female,United States of America,443641,Guatemala,25042,Spain,14219,Argentina,9849,Cuba,9562,331870,55095,60689,51677,31358
202,484,Mexico,2015,Immigration,588486,male,United States of America,432887,Guatemala,28086,Spain,12690,Colombia,10887,Argentina,8879,344364,51905,54056,51320,38017
203,484,Mexico,2015,Immigration,1193155,total,United States of America,876528,Guatemala,53128,Spain,26909,Colombia,20135,Argentina,18728,676234,107000,114745,102997,69375
204,484,Mexico,2017,Emigration,6909042,female,United States of America,6779642,Canada,39423,Spain,20540,Guatemala,10748,Germany,7480,,,,,
205,484,Mexico,2017,Emigration,6055840,male,United States of America,5903424,Canada,41610,Spain,28534,Germany,10849,France,8337,,,,,
206,484,Mexico,2017,Emigration,12964882,total,United States of America,12683066,Canada,81033,Spain,49074,Germany,18329,Guatemala,18250,,,,,
207,484,Mexico,2017,Immigration,620387,female,United States of America,455173,Guatemala,25692,Spain,14589,Argentina,10105,Cuba,9810,328599,57664,72382,52450,33211
208,484,Mexico,2017,Immigration,603782,male,United States of America,444138,Guatemala,28816,Spain,13019,Colombia,11169,Argentina,9109,341424,54412,64628,52178,40311
209,484,Mexico,2017,Immigration,1224169,total,United States of America,899311,Guatemala,54508,Spain,27608,Colombia,20658,Argentina,19214,670023,112076,137010,104628,73522
210,862,Venezuela (Bolivarian Republic of),1990,Emigration,83042,female,United States of America,16260,Colombia,15410,Spain,15105,Dominican Republic,7698,Portugal,7204,,,,,
211,862,Venezuela (Bolivarian Republic of),1990,Emigration,102846,male,United States of America,25859,Colombia,17713,Spain,17364,Portugal,7755,Italy,6853,,,,,
212,862,Venezuela (Bolivarian Republic of),1990,Emigration,185888,total,United States of America,42119,Colombia,33123,Spain,32469,Portugal,14959,Dominican Republic,14235,,,,,
213,862,Venezuela (Bolivarian Republic of),1990,Immigration,517579,female,Colombia,259738,Spain,59040,Portugal,41868,Italy,40837,Peru,16669,29868,18487,64907,104496,112711
214,862,Venezuela (Bolivarian Republic of),1990,Immigration,507430,male,Colombia,295840,Spain,50038,Portugal,29714,Italy,23955,Peru,12966,30550,18868,66210,106571,114926
215,862,Venezuela (Bolivarian Republic of),1990,Immigration,1025009,total,Colombia,555578,Spain,109078,Portugal,71582,Italy,64792,Peru,29635,60418,37355,131117,211067,227637
216,862,Venezuela (Bolivarian Republic of),1995,Emigration,107569,female,United States of America,29717,Spain,18104,Colombia,16510,Portugal,8679,Dominican Republic,8374,,,,,
217,862,Venezuela (Bolivarian Republic of),1995,Emigration,135416,male,United States of America,45855,Spain,20600,Colombia,18652,Portugal,9541,Dominican Republic,7437,,,,,
218,862,Venezuela (Bolivarian Republic of),1995,Emigration,242985,total,United States of America,75572,Spain,38704,Colombia,35162,Portugal,18220,Dominican Republic,15811,,,,,
219,862,Venezuela (Bolivarian Republic of),1995,Immigration,513473,female,Colombia,278046,Spain,49441,Portugal,36459,Italy,35453,Peru,18421,29802,18454,64793,104314,112501
220,862,Venezuela (Bolivarian Republic of),1995,Immigration,506523,male,Colombia,310277,Spain,43017,Portugal,26108,Italy,21722,Peru,14552,30319,18718,65682,105720,114022
221,862,Venezuela (Bolivarian Republic of),1995,Immigration,1019996,total,Colombia,588323,Spain,92458,Portugal,62567,Italy,57175,Peru,32973,60121,37172,130475,210034,226523
222,862,Venezuela (Bolivarian Republic of),2000,Emigration,142400,female,United States of America,43552,Spain,29787,Colombia,17609,Portugal,10544,Dominican Republic,9050,,,,,
223,862,Venezuela (Bolivarian Republic of),2000,Emigration,177640,male,United States of America,66196,Spain,31800,Colombia,19591,Portugal,11678,Dominican Republic,8336,,,,,
224,862,Venezuela (Bolivarian Republic of),2000,Emigration,320040,total,United States of America,109748,Spain,61587,Colombia,37200,Portugal,22222,Dominican Republic,17386,,,,,
225,862,Venezuela (Bolivarian Republic of),2000,Immigration,508639,female,Colombia,294386,Spain,40970,Portugal,31422,Italy,30443,Peru,20145,36402,18692,68498,92039,103801
226,862,Venezuela (Bolivarian Republic of),2000,Immigration,505024,male,Colombia,322796,Spain,36680,Portugal,22754,Italy,19539,Peru,16203,36662,18832,68995,92692,104548
227,862,Venezuela (Bolivarian Republic of),2000,Immigration,1013663,total,Colombia,617182,Spain,77650,Portugal,54176,Italy,49982,Peru,36348,73064,37524,137493,184731,208349
228,862,Venezuela (Bolivarian Republic of),2005,Emigration,194411,female,United States of America,57108,Spain,50911,Colombia,17802,Italy,11607,Portugal,11235,,,,,
229,862,Venezuela (Bolivarian Republic of),2005,Emigration,242869,male,United States of America,85598,Spain,57796,Colombia,19335,Italy,17196,Portugal,12509,,,,,
230,862,Venezuela (Bolivarian Republic of),2005,Emigration,437280,total,United States of America,142706,Spain,108707,Colombia,37137,Italy,28803,Portugal,23744,,,,,
231,862,Venezuela (Bolivarian Republic of),2005,Immigration,535096,female,Colombia,315004,Spain,40372,Portugal,31265,Italy,30862,Peru,22265,42266,19676,72162,96495,100683
232,862,Venezuela (Bolivarian Republic of),2005,Immigration,535466,male,Colombia,351376,Spain,35081,Portugal,22381,Italy,18905,Peru,17581,42238,19667,72121,96409,100618
233,862,Venezuela (Bolivarian Republic of),2005,Immigration,1070562,total,Colombia,666380,Spain,75453,Portugal,53646,Italy,49767,Peru,39846,84504,39343,144283,192904,201301
234,862,Venezuela (Bolivarian Republic of),2010,Emigration,245710,female,United States of America,70901,Spain,69142,Colombia,21372,Italy,20816,Portugal,10087,,,,,
235,862,Venezuela (Bolivarian Republic of),2010,Emigration,310931,male,United States of America,110004,Spain,79005,Italy,28146,Colombia,22139,Portugal,11236,,,,,
236,862,Venezuela (Bolivarian Republic of),2010,Emigration,556641,total,United States of America,180905,Spain,148147,Italy,48962,Colombia,43511,Portugal,21323,,,,,
237,862,Venezuela (Bolivarian Republic of),2010,Immigration,667963,female,Colombia,441632,Spain,39682,Italy,31216,Portugal,31063,Peru,24570,78445,26438,95425,125377,128925
238,862,Venezuela (Bolivarian Republic of),2010,Immigration,663525,male,Colombia,477317,Spain,33497,Portugal,21965,Peru,19037,Italy,18251,82236,26736,95729,125810,129076
239,862,Venezuela (Bolivarian Republic of),2010,Immigration,1331488,total,Colombia,918949,Spain,73179,Portugal,53028,Italy,49467,Peru,43607,160681,53174,191154,251187,258001
240,862,Venezuela (Bolivarian Republic of),2015,Emigration,278497,female,United States of America,86958,Spain,73721,Colombia,24168,Italy,20316,Portugal,10780,,,,,
241,862,Venezuela (Bolivarian Republic of),2015,Emigration,362189,male,United States of America,138028,Spain,86757,Italy,28654,Colombia,24546,Portugal,13394,,,,,
242,862,Venezuela (Bolivarian Republic of),2015,Emigration,640686,total,United States of America,224986,Spain,160478,Italy,48970,Colombia,48714,Portugal,24174,,,,,
243,862,Venezuela (Bolivarian Republic of),2015,Immigration,703458,female,Colombia,469595,Spain,39979,Italy,31971,Portugal,31672,Peru,26206,78847,33889,103222,131445,127482
244,862,Venezuela (Bolivarian Republic of),2015,Immigration,700990,male,Colombia,503720,Spain,34603,Portugal,22919,Peru,20801,Italy,19097,82423,34173,103257,131522,127264
245,862,Venezuela (Bolivarian Republic of),2015,Immigration,1404448,total,Colombia,973315,Spain,74582,Portugal,54591,Italy,51068,Peru,47007,161270,68062,206479,262967,254746
246,862,Venezuela (Bolivarian Republic of),2017,Emigration,285367,female,United States of America,89842,Spain,73866,Colombia,24722,Italy,20743,Portugal,11120,,,,,
247,862,Venezuela (Bolivarian Republic of),2017,Emigration,372072,male,United States of America,142606,Spain,88134,Italy,29088,Colombia,25107,Portugal,13483,,,,,
248,862,Venezuela (Bolivarian Republic of),2017,Emigration,657439,total,United States of America,232448,Spain,162000,Italy,49831,Colombia,49829,Portugal,24603,,,,,
249,862,Venezuela (Bolivarian Republic of),2017,Immigration,714422,female,Colombia,476914,Spain,40602,Italy,32469,Portugal,32165,Peru,26614,78795,33857,105524,134624,127198
250,862,Venezuela (Bolivarian Republic of),2017,Immigration,711914,male,Colombia,511569,Spain,35142,Portugal,23276,Peru,21125,Italy,19394,82386,34146,105570,134717,126995
251,862,Venezuela (Bolivarian Republic of),2017,Immigration,1426336,total,Colombia,988483,Spain,75744,Portugal,55441,Italy,51863,Peru,47739,161181,68003,211094,269341,254193
252,156,China,1990,Emigration,2198341,female,"China, Hong Kong SAR",920641,United States of America,378564,Indonesia,121854,Canada,81825,"China, Macao SAR",80291,,,,,
253,156,China,1990,Emigration,2031519,male,"China, Hong Kong SAR",738516,United States of America,395375,Indonesia,136456,"China, Macao SAR",92055,Canada,86254,,,,,
254,156,China,1990,Emigration,4229860,total,"China, Hong Kong SAR",1659157,United States of America,773939,Indonesia,258310,"China, Macao SAR",172346,Canada,168079,,,,,
255,156,China,1990,Immigration,191954,female,Republic of Korea,81853,Viet Nam,11453,United States of America,9795,Philippines,9490,"China, Macao SAR",6857,29063,14439,45459,39036,21283
256,156,China,1990,Immigration,184407,male,Republic of Korea,66288,Philippines,18665,Indonesia,15482,United States of America,7167,Viet Nam,6610,29807,14249,40905,40630,26146
257,156,China,1990,Immigration,376361,total,Republic of Korea,148141,Philippines,28155,Indonesia,21305,Viet Nam,18063,United States of America,16962,58870,28688,86364,79666,47429
258,156,China,1995,Emigration,2508589,female,"China, Hong Kong SAR",949254,United States of America,519973,Canada,138663,Japan,108504,Singapore,86902,,,,,
259,156,China,1995,Emigration,2436787,male,"China, Hong Kong SAR",823343,United States of America,538514,Canada,148049,Japan,117552,Singapore,104173,,,,,
260,156,China,1995,Emigration,4945376,total,"China, Hong Kong SAR",1772597,United States of America,1058487,Canada,286712,Japan,226056,Singapore,191075,,,,,
261,156,China,1995,Immigration,223018,female,Republic of Korea,78456,Brazil,17625,Philippines,15571,Viet Nam,11936,United States of America,10366,34769,14380,47410,47783,29738
262,156,China,1995,Immigration,219180,male,Republic of Korea,62876,Philippines,24819,Indonesia,17426,Brazil,15172,United States of America,7758,36209,14228,40883,45562,34535
263,156,China,1995,Immigration,442198,total,Republic of Korea,141332,Philippines,40390,Brazil,32797,Indonesia,24962,Viet Nam,19149,70978,28608,88293,93345,64273
264,156,China,2000,Emigration,2876059,female,"China, Hong Kong SAR",977867,United States of America,664923,Canada,198829,Japan,155039,Singapore,109883,,,,,
265,156,China,2000,Emigration,2910895,male,"China, Hong Kong SAR",908170,United States of America,683542,Canada,213333,Japan,180561,Singapore,140315,,,,,
266,156,China,2000,Emigration,5786954,total,"China, Hong Kong SAR",1886037,United States of America,1348465,Canada,412162,Japan,335600,Singapore,250198,,,,,
267,156,China,2000,Immigration,254082,female,Republic of Korea,75060,Brazil,28567,Philippines,21652,Viet Nam,12418,United States of America,10937,40475,14313,49341,56534,38205
268,156,China,2000,Immigration,253952,male,Republic of Korea,59464,Philippines,30974,Brazil,24937,Indonesia,19371,United States of America,8349,42615,14203,40850,50489,42931
269,156,China,2000,Immigration,508034,total,Republic of Korea,134524,Brazil,53504,Philippines,52626,Indonesia,28619,Viet Nam,20235,83090,28516,90191,107023,81136
270,156,China,2005,Emigration,3494147,female,"China, Hong Kong SAR",991785,United States of America,797231,Japan,295216,Canada,237598,Singapore,126904,,,,,
271,156,China,2005,Emigration,3748159,male,"China, Hong Kong SAR",1078752,United States of America,810423,Japan,352904,Canada,271396,Singapore,172747,,,,,
272,156,China,2005,Emigration,7242306,total,"China, Hong Kong SAR",2070537,United States of America,1607654,Japan,648120,Canada,508994,Singapore,299651,,,,,
273,156,China,2005,Immigration,379920,female,Republic of Korea,89711,"China, Hong Kong SAR",71680,Brazil,34411,Philippines,27482,Viet Nam,14608,49438,19131,55301,61800,45912
274,156,China,2005,Immigration,299027,male,Republic of Korea,58702,"China, Hong Kong SAR",47310,Philippines,30577,Brazil,24617,Indonesia,19122,64491,24161,62509,72683,61823
275,156,China,2005,Immigration,678947,total,Republic of Korea,148413,"China, Hong Kong SAR",118990,Brazil,59028,Philippines,58059,Indonesia,31573,113929,43292,117810,134483,107735
276,156,China,2010,Emigration,4055018,female,"China, Hong Kong SAR",1008141,United States of America,940249,Japan,309056,Canada,280194,Republic of Korea,236955,,,,,
277,156,China,2010,Emigration,4593867,male,"China, Hong Kong SAR",1251904,United States of America,982701,Japan,378100,Canada,331796,Republic of Korea,253073,,,,,
278,156,China,2010,Emigration,8648885,total,"China, Hong Kong SAR",2260045,United States of America,1922950,Japan,687156,Canada,611990,Republic of Korea,490028,,,,,
279,156,China,2010,Immigration,505758,female,"China, Hong Kong SAR",141321,Republic of Korea,104362,Brazil,40254,Philippines,33313,Viet Nam,16797,58317,23844,61395,67291,53576
280,156,China,2010,Immigration,344103,male,"China, Hong Kong SAR",93508,Republic of Korea,57941,Philippines,30180,Brazil,24298,Indonesia,18874,86723,34710,83779,93851,80694
281,156,China,2010,Immigration,849861,total,"China, Hong Kong SAR",234829,Republic of Korea,162303,Brazil,64552,Philippines,63493,Indonesia,34528,145040,58554,145174,161142,134270
282,156,China,2015,Emigration,4457294,female,United States of America,1136029,"China, Hong Kong SAR",979443,Japan,317801,Canada,313347,Republic of Korea,287291,,,,,
283,156,China,2015,Emigration,5217915,male,"China, Hong Kong SAR",1328340,United States of America,1209179,Japan,394721,Canada,371054,Republic of Korea,322042,,,,,
284,156,China,2015,Emigration,9675209,total,United States of America,2345208,"China, Hong Kong SAR",2307783,Japan,712522,Canada,684401,Republic of Korea,609333,,,,,
285,156,China,2015,Immigration,600136,female,"China, Hong Kong SAR",167553,Republic of Korea,123150,Brazil,47603,Philippines,39924,Viet Nam,19731,66317,20684,61383,70935,61679
286,156,China,2015,Immigration,377910,male,"China, Hong Kong SAR",102699,Republic of Korea,63636,Philippines,33146,Brazil,26686,Indonesia,20729,107400,32528,90968,106314,99171
287,156,China,2015,Immigration,978046,total,"China, Hong Kong SAR",270252,Republic of Korea,186786,Brazil,74289,Philippines,73070,Indonesia,39736,173717,53212,152351,177249,160850
288,156,China,2017,Emigration,4589075,female,United States of America,1173711,"China, Hong Kong SAR",994758,Japan,330513,Canada,325780,Republic of Korea,289498,,,,,
289,156,China,2017,Emigration,5372983,male,"China, Hong Kong SAR",1349110,United States of America,1249287,Japan,410509,Canada,385775,Republic of Korea,324514,,,,,
290,156,China,2017,Emigration,9962058,total,United States of America,2422998,"China, Hong Kong SAR",2343868,Japan,741022,Canada,711555,Republic of Korea,614012,,,,,
291,156,China,2017,Immigration,613317,female,"China, Hong Kong SAR",171233,Republic of Korea,125855,Brazil,48648,Philippines,40801,Viet Nam,20165,68213,20198,59806,71288,63113
292,156,China,2017,Immigration,386210,male,"China, Hong Kong SAR",104954,Republic of Korea,65033,Philippines,33873,Brazil,27272,Indonesia,21184,110271,31717,88474,106687,101341
293,156,China,2017,Immigration,999527,total,"China, Hong Kong SAR",276187,Republic of Korea,190888,Brazil,75920,Philippines,74674,Indonesia,40608,178484,51915,148280,177975,164454
294,356,India,1990,Emigration,3857101,female,Pakistan,1583095,Saudi Arabia,612071,United Arab Emirates,353659,Kuwait,257851,United States of America,238925,,,,,
295,356,India,1990,Emigration,2861761,male,Pakistan,1333453,Saudi Arabia,294397,Nepal,267540,United States of America,211481,United Kingdom,204751,,,,,
296,356,India,1990,Emigration,6718862,total,Pakistan,2916548,Saudi Arabia,906468,United Arab Emirates,458294,United States of America,450406,United Kingdom,399526,,,,,
297,356,India,1990,Immigration,3914396,female,Bangladesh,2324893,Pakistan,1024721,Nepal,223552,Sri Lanka,143161,Myanmar,44527,125113,147929,499735,632584,537438
298,356,India,1990,Immigration,3578808,male,Bangladesh,2050262,Pakistan,896557,Nepal,294660,Sri Lanka,138559,Myanmar,41179,139184,166291,532701,691628,635274
299,356,India,1990,Immigration,7493204,total,Bangladesh,4375155,Pakistan,1921278,Nepal,518212,Sri Lanka,281720,Myanmar,85706,264297,314220,1032436,1324212,1172712
300,356,India,1995,Emigration,4154739,female,Pakistan,1324803,Saudi Arabia,627174,United Arab Emirates,506130,United States of America,397485,Kuwait,232387,,,,,
301,356,India,1995,Emigration,3079043,male,Pakistan,1120376,Nepal,383358,United States of America,348852,Saudi Arabia,302535,United Kingdom,217442,,,,,
302,356,India,1995,Emigration,7233782,total,Pakistan,2445179,Saudi Arabia,929709,United States of America,746337,United Arab Emirates,667853,Nepal,515578,,,,,
303,356,India,1995,Immigration,3608978,female,Bangladesh,2180615,Pakistan,863727,Nepal,266232,Sri Lanka,119180,Myanmar,38244,106719,121870,431343,599816,528423
304,356,India,1995,Immigration,3343260,male,Bangladesh,1946520,Pakistan,773528,Nepal,324968,Sri Lanka,116605,Myanmar,35551,117078,135360,453566,646534,615505
305,356,India,1995,Immigration,6952238,total,Bangladesh,4127135,Pakistan,1637255,Nepal,591200,Sri Lanka,235785,Myanmar,73795,223797,257230,884909,1246350,1143928
306,356,India,2000,Emigration,4650836,female,Pakistan,1169500,United Arab Emirates,685811,Saudi Arabia,664047,United States of America,560016,Kuwait,298321,,,,,
307,356,India,2000,Emigration,3327529,male,Pakistan,991829,United States of America,488501,Nepal,391353,Saudi Arabia,314945,United Kingdom,234351,,,,,
308,356,India,2000,Emigration,7978365,total,Pakistan,2161329,United States of America,1048517,Saudi Arabia,978992,United Arab Emirates,915848,Nepal,543594,,,,,
309,356,India,2000,Immigration,3303560,female,Bangladesh,2036336,Pakistan,702733,Nepal,308912,Sri Lanka,95199,Myanmar,31962,99263,71373,308503,489591,531967
310,356,India,2000,Immigration,3107712,male,Bangladesh,1842778,Pakistan,650498,Nepal,355275,Sri Lanka,94651,Myanmar,29922,107868,79477,310634,514432,622172
311,356,India,2000,Immigration,6411272,total,Bangladesh,3879114,Pakistan,1353231,Nepal,664187,Sri Lanka,189850,Myanmar,61884,207131,150850,619137,1004023,1154139
312,356,India,2005,Emigration,5836113,female,Pakistan,1118565,United Arab Emirates,978062,Saudi Arabia,846607,United States of America,746307,Kuwait,353914,,,,,
313,356,India,2005,Emigration,3813513,male,Pakistan,949582,United States of America,644298,Saudi Arabia,369942,Nepal,362122,United Arab Emirates,308931,,,,,
314,356,India,2005,Emigration,9649626,total,Pakistan,2068147,United States of America,1390605,United Arab Emirates,1286993,Saudi Arabia,1216549,United Kingdom,549350,,,,,
315,356,India,2005,Immigration,3045693,female,Bangladesh,1877540,Pakistan,647902,Nepal,284662,Sri Lanka,87758,Myanmar,29467,123203,100286,379467,449965,546691
316,356,India,2005,Immigration,2877949,male,Bangladesh,1706536,Pakistan,602405,Nepal,329009,Sri Lanka,87653,Myanmar,27710,131897,110662,374708,460331,633851
317,356,India,2005,Immigration,5923642,total,Bangladesh,3584076,Pakistan,1250307,Nepal,613671,Sri Lanka,175411,Myanmar,57177,255100,210948,754175,910296,1180542
318,356,India,2010,Emigration,8546322,female,United Arab Emirates,2264000,Saudi Arabia,1120873,Pakistan,1093934,United States of America,946212,Kuwait,499384,,,,,
319,356,India,2010,Emigration,4775010,male,Pakistan,929143,United States of America,838072,United Arab Emirates,649802,Saudi Arabia,458362,United Kingdom,340369,,,,,
320,356,India,2010,Emigration,13321332,total,United Arab Emirates,2913802,Pakistan,2023077,United States of America,1784284,Saudi Arabia,1579235,United Kingdom,691279,,,,,
321,356,India,2010,Immigration,2787826,female,Bangladesh,1718743,Pakistan,593071,Nepal,260412,Sri Lanka,80316,Myanmar,26972,108495,81070,330248,474315,470164
322,356,India,2010,Immigration,2648186,male,Bangladesh,1570294,Pakistan,554311,Nepal,302742,Sri Lanka,80655,Myanmar,25498,116341,88883,324512,481070,542222
323,356,India,2010,Immigration,5436012,total,Bangladesh,3289037,Pakistan,1147382,Nepal,563154,Sri Lanka,160971,Myanmar,52470,224836,169953,654760,955385,1012386
324,356,India,2015,Emigration,10283117,female,United Arab Emirates,2474001,Saudi Arabia,1406156,United States of America,1175243,Pakistan,1081815,Oman,913939,,,,,
325,356,India,2015,Emigration,5576939,male,United States of America,1058571,Pakistan,919093,United Arab Emirates,710016,Saudi Arabia,597100,United Kingdom,397102,,,,,
326,356,India,2015,Emigration,15860056,total,United Arab Emirates,3184017,United States of America,2233814,Saudi Arabia,2003256,Pakistan,2000908,Kuwait,1061758,,,,,
327,356,India,2015,Immigration,2684680,female,Bangladesh,1655225,Pakistan,571138,Nepal,250712,Sri Lanka,77339,Myanmar,25974,98996,89717,352259,475546,421073
328,356,India,2015,Immigration,2556280,male,Bangladesh,1515797,Pakistan,535074,Nepal,292235,Sri Lanka,77856,Myanmar,24613,105381,98194,345131,483435,484327
329,356,India,2015,Immigration,5240960,total,Bangladesh,3171022,Pakistan,1106212,Nepal,542947,Sri Lanka,155195,Myanmar,50587,204377,187911,697390,958981,905400
330,356,India,2017,Emigration,10835310,female,United Arab Emirates,2572216,Saudi Arabia,1572809,United States of America,1214226,Oman,1056007,Pakistan,1016841,,,,,
331,356,India,2017,Emigration,5752410,male,United States of America,1093683,Pakistan,856809,United Arab Emirates,738203,Saudi Arabia,693407,United Kingdom,419632,,,,,
332,356,India,2017,Emigration,16587720,total,United Arab Emirates,3310419,United States of America,2307909,Saudi Arabia,2266216,Pakistan,1873650,Oman,1201995,,,,,
333,356,India,2017,Immigration,2657833,female,Bangladesh,1638673,Pakistan,565426,Nepal,248205,Sri Lanka,76566,Myanmar,25715,100777,85374,360185,478336,427735
334,356,India,2017,Immigration,2530717,male,Bangladesh,1500638,Pakistan,529723,Nepal,289312,Sri Lanka,77077,Myanmar,24366,107408,93492,353253,485746,492236
335,356,India,2017,Immigration,5188550,total,Bangladesh,3139311,Pakistan,1095149,Nepal,537517,Sri Lanka,153643,Myanmar,50081,208185,178866,713438,964082,919971
336,608,Philippines,1990,Emigration,834460,female,United States of America,352063,Saudi Arabia,123253,Canada,57593,Malaysia,55859,United Arab Emirates,35492,,,,,
337,608,Philippines,1990,Emigration,1194730,male,United States of America,560611,Saudi Arabia,116298,"China, Hong Kong SAR",69690,Canada,60711,Australia,58153,,,,,
338,608,Philippines,1990,Emigration,2029190,total,United States of America,912674,Saudi Arabia,239551,Canada,118304,Malaysia,104730,Australia,90580,,,,,
339,608,Philippines,1990,Immigration,81347,female,China,28456,United States of America,10685,Viet Nam,8113,Cambodia,3840,United Kingdom,3305,20615,5608,10808,9596,7490
340,608,Philippines,1990,Immigration,72724,male,China,25336,Viet Nam,10061,United States of America,7061,Cambodia,3688,United Kingdom,2723,17516,5158,11109,12250,11723
341,608,Philippines,1990,Immigration,154071,total,China,53792,Viet Nam,18174,United States of America,17746,Cambodia,7528,United Kingdom,6028,38131,10766,21917,21846,19213
342,608,Philippines,1995,Emigration,1051240,female,United States of America,448777,Saudi Arabia,126940,Canada,84913,Malaysia,65881,United Arab Emirates,59507,,,,,
343,608,Philippines,1995,Emigration,1453678,male,United States of America,707366,Saudi Arabia,118567,Canada,90591,"China, Hong Kong SAR",78296,Australia,66880,,,,,
344,608,Philippines,1995,Emigration,2504918,total,United States of America,1156143,Saudi Arabia,245507,Canada,175504,Malaysia,123116,Australia,103492,,,,,
345,608,Philippines,1995,Immigration,107524,female,China,37615,United States of America,14191,Viet Nam,10649,Cambodia,5068,United Kingdom,4375,26366,7032,18497,16523,10839
346,608,Philippines,1995,Immigration,99821,male,China,34776,Viet Nam,13809,United States of America,9691,Cambodia,5062,United Kingdom,3737,21625,6114,17820,19309,16105
347,608,Philippines,1995,Immigration,207345,total,China,72391,Viet Nam,24458,United States of America,23882,Cambodia,10130,United Kingdom,8112,47991,13146,36317,35832,26944
348,608,Philippines,2000,Emigration,1305773,female,United States of America,548206,Saudi Arabia,126808,Canada,114272,United Arab Emirates,86563,Malaysia,81770,,,,,
349,608,Philippines,2000,Emigration,1760110,male,United States of America,855628,Saudi Arabia,125442,Canada,122605,"China, Hong Kong SAR",86902,Japan,77950,,,,,
350,608,Philippines,2000,Emigration,3065883,total,United States of America,1403834,Saudi Arabia,252250,Canada,236877,Malaysia,154427,Japan,144882,,,,,
351,608,Philippines,2000,Immigration,161904,female,China,44141,United States of America,18874,United Kingdom,16101,Bahrain,4150,Japan,3690,38915,11786,31917,29047,17280
352,608,Philippines,2000,Immigration,156191,male,China,44277,United Kingdom,17502,United States of America,17103,Bahrain,4231,Dem. People's Republic of Korea,2973,31237,9773,29087,31303,24256
353,608,Philippines,2000,Immigration,318095,total,China,88418,United States of America,35977,United Kingdom,33603,Bahrain,8381,Japan,6249,70152,21559,61004,60350,41536
354,608,Philippines,2005,Emigration,1613720,female,United States of America,628805,Saudi Arabia,170395,Canada,151734,United Arab Emirates,148130,Japan,90299,,,,,
355,608,Philippines,2005,Emigration,2086871,male,United States of America,967654,Canada,200114,Saudi Arabia,141208,Japan,107942,"China, Hong Kong SAR",99641,,,,,
356,608,Philippines,2005,Emigration,3700591,total,United States of America,1596459,Canada,351848,Saudi Arabia,311603,United Arab Emirates,202618,Japan,198241,,,,,
357,608,Philippines,2005,Immigration,133023,female,China,36289,United States of America,15493,United Kingdom,13254,Bahrain,3412,Japan,3019,32702,7433,21047,23536,15631
358,608,Philippines,2005,Immigration,124445,male,China,35277,United Kingdom,13944,United States of America,13626,Bahrain,3371,Dem. People's Republic of Korea,2368,27402,6265,19323,24838,21335
